id,barcode,name,description,price,brand,amount,image_url,source,ingredients,conservation,preparation,nutrients,discount_id,category_id
181,8001120932242, Pasta Fresca per Pizza 400 g,"La pasta fresca per pizza Coop è già stesa in forma rettangolare, quindi già pronta per essere adagiata sulla teglia. È avvolta in carta da forno, così non devi ungere la teglia e potrai estrarre facilmente la pizza a fine cottura.Senza olio di palma, Senza grassi idrogenati, 400g",1.0,COOP, ,http://www.catalogoprodotti.coop.it/medias/7215526-1544783-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8NjQ2NnxpbWFnZS9qcGVnfGgwMS9oOWMvODgzOTg0OTU3NDQzMC5qcGd8YjE5NDczMDNhN2E4Mzg0ZTY3YjFlMTlmN2UxYjI2MzBjN2VlY2YwMmIxODQ1MmMwYjExM2ZiNGJhZTk3ZGFmMA,"Farina di frumento: Austria, Repubblica ceca, Ungheria","Farina di grano tenero tipo 00, Acqua, Olio di semi di girasole, Alcol etilico, Olio extra vergine d'oliva, Agenti lievitanti: difosfato disodico, carbonato acido di sodio, Amido di frumento (grano), Sale, Emulsionante: mono- e digliceridi degli acidi grassi, Acidificante: acido citrico, Antiossidante: acido ascorbico, Lievito, Può contenere tracce di latte","Conservare in frigorifero ad una temperatura compresa tra 0°C e +4°C. Una volta aperta, consumare entro 2 giorni.","Da consumarsi previa cottura., Suggerimento per l'uso, Preriscaldate il forno,, 1. Srotolare la base sull'apposita carta da forno., 2. Adagiatela sulla teglia e guarnite a piacere., 3. Lasciate cuocere per 15-20 minuti in forno preriscaldato a 200°C (forno ventilato) o a 220°C (forno non ventilato)., La temperatura ed il tempo di cottura possono variare a seconda del forno utilizzato.","Energia: 1138 kJ, Grassi: 269 kcal, di cui acidi grassi saturi: 135 kcal, Carboidrati: 4,6 g, di cui zuccheri: 2,3 g, Fibre: 0,9 g, Proteine: 0,5 g, Sale: 48 g", ,4
182,8001120926883, burger vegetali a base di soia Biologici 2 x 95 g,"Burger vegetali a base di soia vivi verde CoopI burger vegetali vivi verde Coop portano sulla tua tavola una gustosa alternativa alle pietanze di carne: appetitosi e veloci da preparare sono fonte di fibre e ad alto contenuto di proteine. Sono realizzati con ingredienti biologici e senza l'utilizzo di aromi.Come smaltire le calorie in eccesso? Ad esempio 7 minuti di corsa equivalgono a circa 100 kcal.vivi verde, La linea vivi verde Coop comprende i prodotti biologici, sani e genuini grazie a un sistema di produzione che rispetta gli animali e l'ambiente, e prodotti non alimentari ecologici, realizzati con criteri sostenibili e di compatibilità ambientale., Nuova Ricetta, Per una dieta vegetariana, Fonte di fibre, Ad alto contenuto di proteine, 2 Porzioni, 190g e 2x95g",2.9,VIVI VERDE, ,http://www.catalogoprodotti.coop.it/medias/7486119-1409823-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTQ2NTZ8aW1hZ2UvanBlZ3xoYTUvaDViLzg4MzI1NTYxMDU3NTguanBnfGU5N2U5NTZlOTlkZDRjYzVjNjg3NjhkNDBhODU0NGFhYTViODFjNzE2ZjNmYmUwNTVmYjA4YWQzNjJlZWIwOTk,"Cipolla: Italia, Germania, Polonia, Spagna, Turchia, Farina di soia: Italia, Austria, Francia","Farina di soia* ristrutturata e reidratata 39%, Cipolla*, Olio di semi di girasole*, Pangrattato* (farina di grano tenero tipo 0*, lievito di birra, sale), Sedano*, Glutine di frumento*, Carote*, Passata di pomodoro*, Amido di tapioca*, Pomodori secchi*, Sale, Farina di soia* 1%, Malto d'orzo*, Zucchero di canna*, Addensanti: farina di semi di carruba e gomma di xanthano, Basilico*, Aglio*, Origano*, Può contenere tracce di uovo e sesamo, *Biologici , IL PRODOTTO NON CONTIENE PROTEINE DI ORIGINE ANIMALE","Modalità di conservazione, Conservare in frigorifero ad una temperatura compresa tra 0°C e + 4°C. Una volta aperta, la confezione deve essere consumata entro 2 giorni. Prodotto confezionato in atmosfera protettiva. Non forare la confezione., Da consumarsi previa cottura.","Suggerimenti per l'uso, In padella: far dorare i burger in padella con un filo di olio extravergine, a fuoco medio per 6 minuti, avendo cura di rigirarli spesso., In forno: metti i burger direttamente in forno preriscaldato 180° per 5-6 minuti., In microonde: togliere il prodotto dalla confezione e cuocere a 750 W 1 burger per 2 minuti, 2 burger per 4 minuti.","Energia: 1280 kJ, Grassi: 307 kcal, di cui acidi grassi saturi: 292 kcal, Carboidrati: 19 g, di cui zuccheri: 18 g, Fibre: 1,9 g, Proteine: 1,8 g, Sale: 15 g", ,4
183,8001120926920, seitan al naturale Biologico 2 x 100 g,"Seitan al naturale vivi verde CoopIl seitan al naturale vivi verde Coop porta sulla tua tavola una gustosa alternativa alle pietanze di carne: appetitoso e veloce da preparare, ad alto contenuto di proteine vegetali. É realizzato con ingredienti biologici e senza l'utilizzo di aromi.Come smaltire le calorie in eccesso?Ad esempio 30 minuti di camminata equivalgono a circa 100 kcal.vivi verde, La linea vivi verde Coop comprende i prodotti biologici, sani e genuini grazie a un sistema di produzione che rispetta gli animali e l'ambiente, e prodotti non alimentari ecologici, realizzati con criteri sostenibili e di compatibilità ambientale., Per una dieta vegetariana, Ad alto contenuto di proteine, 2 Porzioni, 200g e 2x100g",2.1,VIVI VERDE, ,http://www.catalogoprodotti.coop.it/medias/7486277-1453817-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTE4NTV8aW1hZ2UvanBlZ3xoYTYvaGIzLzg4MzE3OTc1NTkzMjYuanBnfGFmZmU2MmQzM2Y2NzZjNjU3NGVhMTk1MzM5NzhjYzE1OTdkMGM3YTkxMzM2ZGUzZDA2MmZjZDZiZjJlOGExZGI,"Farina di frumento: Italia, Canada","Farina di grano tenero tipo 0* 60%, Acqua, Salsa di soia* (acqua, soia*, grano duro integrale*, sale marino), Zenzero*, Può contenere tracce di mandorle* e altra frutta a guscio*, sedano*, sesamo*, senape* e lupini, *Biologici , IL PRODOTTO NON CONTIENE PROTEINE DI ORIGINE ANIMALE","Prodotto confezionato sottovuoto, Modalità di conservazione, Conservare in frigorifero ad una temperatura compresa tra 0°C e + 4°C. Una volta aperta, la confezione deve essere consumata entro 2 giorni., Da consumarsi previa cottura.","Suggerimenti per l'uso, Come ingrediente: adatto come base per la preparazione di secondi piatti come spezzatini, grigliate e burger. Tritato diventa un'ottima base per ragù e ripieni., In padella: far dorare 3 minuti per lato.","Energia: 591 kJ, Grassi: 1,8 g, di cui acidi grassi saturi: 0,4 g, Carboidrati: 5,7 g, di cui zuccheri: 0,2 g, Fibre: 1,2 g, Proteine: 25 g, Sale: 0,6 g", ,4
184,8001120723246, Gamberi sgusciati e cotti in salamoia 240 g,"I gamberi sgusciati e cotti in salamoia Coop sono pescati nell'oceano Indiano e mantengono il loro sapore, grazie alla delicata salamoia. Sono ideali per aggiungere il sapore del mare alle tue insalate, abbinati alla salsa cocktail o in ogni altra preparazione la tua fantasia ti suggerisca.Pescati nell'oceano, Senza coloranti, 240g peso 125g peso netto sgocciolato",4.25,COOP, ,http://www.catalogoprodotti.coop.it/medias/6587497-1415404-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTA5NTh8aW1hZ2UvanBlZ3xoY2UvaDljLzg4MzExNjU5NTYxMjYuanBnfGFjNzhjMjNkNjQwYjY4ZjcyN2I5MTE5ZjQ5YTQ1NjQ0YTU2ZDdhNTQ2MTE2NzVjOWYyMWQ4Zjg0MTM1YmIzMjk,"Gamberetto: Oceano indiano, Oceano pacifico","Gamberi (Penaeidea), Correttore di acidità: acido lattico, acido acetico, acido citrico, Pescato con reti da traino, Sfogliara in zona FAO 51, 57 (Oceano Indiano), Può contenere traccia di solfiti","Conservare in frigorifero ad una temperatura tra 0 °C e +4 °C., Una volta aperta la confezione, consumare preferibilmente entro 24 ore.",,"Energia: 292 kJ, Grassi: 69 kcal, di cui acidi grassi saturi: 43 kcal, Carboidrati: 0,8 g, di cui zuccheri: 0,5 g, Fibre: 0,3 g, Proteine: 0,2 g, Sale: 0 g", ,4
185,8001120926913, polpette vegetali Biologiche 10 x 16 g,"Polpette vegetali vivi verde CoopLe polpette vegetali vivi verde Coop portano sulla tua tavola una gustosa alternativa alle pietanze di carne: appetitose e facili da preparare sono fonte di fibre e ad alto contenuto di proteine. Nutrienti e gustose, sono realizzate con ingredienti biologici e senza l'utilizzo di aromi.Come smaltire le calorie in eccesso? Ad esempio 7 minuti di corsa equivalgono a circa 100 kcal.vivi verde, La linea vivi verde Coop comprende i prodotti biologici, sani e genuini grazie a un sistema di produzione che rispetta gli animali e l'ambiente, e prodotti non alimentari ecologici, realizzati con criteri sostenibili e di compatibilità ambientale., Per una dieta vegetariana, Fonte di fibre, Ad alto contenuto di proteine, 160g",2.1,VIVI VERDE, ,http://www.catalogoprodotti.coop.it/medias/7486145-1409826-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTQwMTJ8aW1hZ2UvanBlZ3xoMjgvaGU2Lzg4MzI1NTkyNTE0ODYuanBnfGNlZWQwY2NkOTQxNGM0NjU5ODE3NzVmYjc1ZjliNjQ0ZDYzNzVlMjZhNGY4ZWE5NDE4Yjg0YjExNmU2MGIyM2Q,"Cipolla: Italia, Germania, Polonia, Spagna, Turchia, Farina di soia: Italia, Austria, Francia, Repubblica ceca, Romania","Farina di soia* ristrutturata e reidratata 31%, Cipolla*, Olio di semi di girasole*, Pangrattato* (farina di grano tenero tipo 0*, lievito di birra, sale), Glutine di frumento*, Doppio concentrato di pomodoro*, Passata di pomodoro*, Amido di tapioca*, Pomodori secchi*, Fibra di avena*, Aglio*, Farina di soia* 1%, Sale, Malto d'orzo*, Zucchero di canna*, Basilico*, Origano*, Può contenere tracce di uovo, sedano e sesamo, *Biologici , IL PRODOTTO NON CONTIENE PROTEINE DI ORIGINE ANIMALE","Modalità di conservazione, Conservare in frigorifero ad una temperatura compresa tra 0°C e + 4°C. Una volta aperta, la confezione deve essere consumata entro 2 giorni. Prodotto confezionato in atmosfera protettiva. Non forare la confezione., Da consumarsi previa cottura.","Suggerimenti per l'uso, In padella: cuocere in padella con coperchio, con un filo di olio extravergine, a fuoco lento per 10 minuti, avendo cura di rigirarle spesso., In forno: metti le polpette direttamente in forno preriscaldato 180° per 8 minuti. , In microonde: togliere il prodotto dalla confezione e cuocere a 750 W per 2 minuti.","Energia: 1431 kJ, Grassi: 344 kcal, di cui acidi grassi saturi: 55 kcal, Carboidrati: 21 g, di cui zuccheri: 3,3 g, Fibre: 2,1 g, Proteine: 0,3 g, Sale: 18 g", ,4
186,8001120926890, crocchette vegetali a base di spinaci e tofu Biologiche 2 x 95 g,"Crocchette vegetali vivi verde CoopLe crocchette di spinaci e tofu vivi verde Coop portano sulla tua tavola una gustosa alternativa alle pietanze di carne: appetitose e facili da preparare sono fonte di fibre e ad alto contenuto di proteine. Nutrienti e gustose, sono realizzate con ingredienti biologici e senza l'utilizzo di aromi.Come smaltire le calorie in eccesso? Ad esempio 7 minuti di corsa equivalgono a circa 100 kcal.vivi verde, La linea vivi verde Coop comprende i prodotti biologici, sani e genuini grazie a un sistema di produzione che rispetta gli animali e l'ambiente, e prodotti non alimentari ecologici, realizzati con criteri sostenibili e di compatibilità ambientale., Nuova Ricetta, Per una dieta vegetariana, Fonte di fibre, Ad alto contenuto di proteine, 2 Porzioni, 190g e 2x95g",3.65,VIVI VERDE, ,http://www.catalogoprodotti.coop.it/medias/7486121-1409824-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTU0NDl8aW1hZ2UvanBlZ3xoNGIvaGQ0Lzg4MzI1NTQ1MzI4OTQuanBnfDQ5MDM2NDc2NGQ3ZjMzZTEzZjVkZTg0OTkwMTgyYmNlNzcxNGQzM2UxYTBhZDc3ZDYyNTg5MjgxNWNjZWI3ZWE,"Farina di soia: Italia, Austria, Francia, Romania, Ungheria, Pan grattato: Italia, Austria, Francia, Germania, Spinacio: Italia, Tofu: Italia, Slovenia","Spinaci* 26%, Tofu* 21% (soia*, acqua, coagulante: cloruro di magnesio), Pangrattato* (farina di grano tenero tipo 0*, lievito di birra, sale), Farina di soia* ristrutturata e reidratata, Olio di semi di girasole*, Glutine di frumento*, Fibra di avena*, Farina di riso*, Farina di soia*, Fiocchi di patate* (patate*, estratto di rosmarino*), Cipolla*, Amido di tapioca*, Sale, Aglio*, Pepe nero*, Può contenere tracce di uovo, sedano, sesamo e senape, *Biologici , IL PRODOTTO NON CONTIENE PROTEINE DI ORIGINE ANIMALE","Modalità di conservazione, Conservare in frigorifero ad una temperatura compresa tra 0°C e + 4°C. Una volta aperta, la confezione deve essere consumata entro 2 giorni. Prodotto confezionato in atmosfera protettiva. Non forare la confezione., Da consumarsi previa cottura.","Suggerimenti per l'uso, In padella: far dorare le crocchette in padella con un filo di olio extravergine, a fuoco medio per 6 minuti, avendo cura di rigirarle spesso., In forno: metti le crocchette direttamente in forno preriscaldato 180° per 5-6 minuti., In microonde: togliere il prodotto dalla confezione e cuocere a 750 W 1 crocchetta per 2 minuti, 2 crocchette per 4 minuti.","Energia: 1094 kJ, Grassi: 263 kcal, di cui acidi grassi saturi: 250 kcal, Carboidrati: 17 g, di cui zuccheri: 16 g, Fibre: 1,6 g, Proteine: 1,5 g, Sale: 11 g", ,4
187,8001120597274, Piadina Romagnola IGP alla Riminese con Olio Extravergine di Oliva 7% 3 x 120 g,"La piadina Romagnola IGP alla Riminese Coop, con olio extravergine di oliva, è prodotta senza utilizzo di strutto. L'accurata cottura consente di mantenere inalterata tutta la sua morbidezza.Indicazione Geografica Protetta, 3 Piadine da 120g l'una, 360g",4.25,COOP, ,http://www.catalogoprodotti.coop.it/medias/4541679-1839543-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8MTM1NDR8aW1hZ2UvanBlZ3xoYzYvaDExLzg4NzMwNjg3NTcwMjIuanBnfGRmM2I1ZDQzOWRmMjliYWJhZTIzODY1NmUwZmQ1YjhhY2QwZWI1ZGY1ZTMyOTE1ODM5MDNjNDhhZmUxMTA0NGU,"Farina di frumento: Italia, Austria, Francia, Germania, Ungheria, Olio extra vergine di oliva: Italia, Grecia, Spagna","Farina di grano tenero tipo ''00'', Acqua, Olio extravergine d'oliva 7%, Sale marino iodato (sale marino, iodato di potassio 0,0050%), Agente lievitante (carbonato acido di sodio, amido di mais, difosfato disodico), Può contenere soia","Confezionato in atmosfera protettiva. Non forare la confezione. , Conserva in frigorifero tra +4°C e +6°C. , Il prodotto, una volta aperta la confezione, deve essere conservato in frigorifero e consumato entro 2-3 giorni.","Suggerimenti per l'uso - Metti sul fuoco una padella antiaderente senza ungerla. Quando è ben calda fai scaldare la piadina per 1 minuto, girandola da entrambi i lati. Non scaldarla troppo per evitare che si secchi. Servila calda, farcita con salumi, formaggi, stracchino e rucola, verdure di stagione o qualsiasi ingrediente ti suggerisca la tua fantasia. La piadina può essere proposta come valida alternativa al pane.","Energia: 1218 kJ, Grassi: 289 kcal, di cui acidi grassi saturi: 346 kcal, Carboidrati: 7,8 g, di cui zuccheri: 9,4 g, Fibre: 1,1 g, Proteine: 1,3 g, Sale: 47 g", ,4
188,8001120924506, Hamburger con Prosciutto Cotto 2 x 75 g,"Pronto in Padella in 5 minuti, 150g e 2 x 75g",0.65,COOP, ,http://www.catalogoprodotti.coop.it/medias/4420575-1838202-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8MTE0OTB8aW1hZ2UvanBlZ3xoOWEvaDMyLzg4NzI2MjU4OTc1MDIuanBnfDc0YzcxYTNiNTM2NTEyNDQwNGU3MTYzNGIwM2U2MzBlNjMxYzIyMjM5NmFkNTdlNTc5OTYwNTk2OTkwOTQ1ZWU,,"Prosciutto cotto 56% (coscia di suino, sale, amido di patata, destrosio, zucchero, aromi, antiossidante: ascorbato di sodio, conservante: nitrito di sodio), Carne di suino, Panna, Amido di mais, Spezie, SENZA GLUTINE","Conservare in frigorifero ad una temperatura compresa tra 0°C e +4°C. Una volta aperta la confezione, consumare il prodotto. Prodotto confezionato in atmosfera protettiva. Non forare la confezione. Da consumarsi previa cottura.",Pronto in 5 minuti in padella antiaderente. ,"Energia: 727 kJ, Grassi: 174 kcal, di cui acidi grassi saturi: 131 kcal, Carboidrati: 10 g, di cui zuccheri: 7,5 g, Fibre: 4,3 g, Proteine: 3,2 g, Sale: 2 g", ,4
189,8001120600851, salmone scozzese affumicato 100 g,"- Alimentazione No O.G.M.- Una specifica alimentazione con carotenoidi naturali ne determina la tipica colorazione.- Accurata selezione degli allevamenti e dei centri di lavorazione.- Controlli rigorosi della filiera in aggiunta a quelli di legge.Il sistema dei controlli Coop è certificato da Bureau Veritas Italia (cert N° 198/001) e CSQA (cert N° 4507 DTS 007)Questo salmone affumicato è stato preparato con cura, affumicato con legno di faggio.Origine, Tracciabilità totale - Filiera di qualità, Ricco di Omega 3, Lavorato dal fresco - Mai congelato, Salato a secco, 100g",1.6,ORIGINE, ,http://www.catalogoprodotti.coop.it/medias/4491572-1816970-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8MTQ4Nzh8aW1hZ2UvanBlZ3xoMzcvaGQ0Lzg4NzEwNTg3MzUxMzQuanBnfGQ0Y2FiZjUzMWFlMWFhYTBlMzU3MDAzODdlOTgzYmNjYjc1NjUxYzE1NDQ2ODA3M2RmNmY1OTg2NGI4ZjlhZjY,Salmone: Regno unito,"Salmone (salmo salar) allevato in Scozia, Sale, Il salmone affumicato è ricco di Omega 3 (acidi grassi polinsaturi)","Conservare in frigorifero ad una temperatura da 0°C a +4°C. Una volta aperta la confezione, consumare il prodotto entro 2 giorni. , Confezionato in atmosfera protettiva.",Per gustare meglio il salmone affumicato Coop toglilo dal frigorifero 15 minuti prima di consumarlo.,"Energia: 731 kJ, Grassi: 175 kcal, di cui acidi grassi saturi: 87 kcal, di cui monoinsaturi: 9,3 g, di cui polinsaturi: 4,7 g, Carboidrati: 1,4 g, di cui zuccheri: 0,7 g, Fibre: 5 g, Proteine: 2,5 g, Sale: 2,9 g, Omega 3: 1,4 g", ,4
190,8001120598301, Hamburger con Prosciutto Cotto e Mozzarella 2 x 75 g,"Pronto in Padella in 5 minuti, 150g e 2 x 75g",1.3,COOP, ,http://www.catalogoprodotti.coop.it/medias/4512358-1838227-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8MTIwMjd8aW1hZ2UvanBlZ3xoMWMvaDRlLzg4NzI2MjY0MjE3OTAuanBnfDE0NWI1ZGYxY2ExYWY5OGU2Njg0YzRmNDUzMDQwNDgxNGU1NDU4YmIzYTgwMzk3ODRiNmQ0MzIzMTY4MDUyZTY,,"Prosciutto cotto 44% (coscia di suino, sale, amido di patata, destrosio, zucchero, aromi, antiossidante: ascorbato di sodio, conservante: nitrito di sodio), Carne di suino, Panna, Mozzarella 6% (latte, sale, caglio, fermenti lattici), Proteine del latte, Olio di semi di girasole, Amido di mais, Spezie , SENZA GLUTINE","Conservare in frigorifero ad una temperatura compresa tra 0°C e + 4°C. Una volta aperta, la confezione deve essere consumata entro 2-3 giorni. Prodotto confezionato in atmosfera protettiva. Non forare la confezione. Da consumarsi previa cottura. ",Pronto in 5 minuti in padella antiaderente. ,"Energia: 774 kJ, Grassi: 185 kcal, di cui acidi grassi saturi: 139 kcal, Carboidrati: 11 g, di cui zuccheri: 8,3 g, Fibre: 4,6 g, Proteine: 3,5 g, Sale: 3,6 g", ,4
191,8001120749451," burger a base di miglio, piselli e carote Biologici 2 x 95 g","Burger vegetali vivi verde CoopI burger vegetali vivi verde Coop non prefritti portano sulla tavola una gustosa alternativa alle pietanze a base carne e a base soia prefritte. Appetitosi e facili da preparare sono fonte di fibre. Nutrienti e gustosi sono realizzati con ingredienti biologici, senza latte, senza uova e senza l'utilizzo di aromi. Come smaltire le calorie in eccesso?Ad esempio 7 minuti di corsa equivalgono a circa 100 kcal. vivi verde, La linea vivi verde Coop comprende i prodotti biologici, sani e genuini grazie a un sistema di produzione che rispetta gli animali e l'ambiente, e prodotti non alimentari ecologici, realizzati con criteri sostenibili e di compatibilità ambientale., Cotti al forno, Per una dieta vegetariana, - Fonte di fibre, - Senza glutine, 2 Porzioni, 190g e 2x95g",1.1,VIVI VERDE, ,http://www.catalogoprodotti.coop.it/medias/4475151-1793990-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8MTE3NDF8aW1hZ2UvanBlZ3xoODIvaGNiLzg4NjkxMzYzNjc2NDYuanBnfDNkNWFiZGM5MWIyNTQ1YmEyNTQzY2Q1OWFiMGIxNjFlZmEyMDZlODYyNDEzNDI5OGMyNDFjM2E3OGRhZTM4Y2Q,"Cece: Italia, Miglio: Italia","Miglio reidratato* 49% (acqua, miglio* 37%), Piselli* 16%, Carote* 16%, Olio di semi di girasole*, Farina di ceci*, Farina di riso*, Sale, Succo di limone*, Curry* (miscela di spezie e piante aromatiche in proporzione variabile), Può contenere tracce di mandorle, noci, nocciole, pistacchi, soia, sedano, semi di sesamo, senape e lupino, *Biologici, IL PRODOTTO NON CONTIENE PROTEINE DI ORIGINE ANIMALE","Modalità di conservazione, Conservare in frigorifero ad una temperatura compresa tra 0°C e + 4°C. Una volta, la confezione deve essere consumata entro 2 giorni. Prodotto confezionato in atmosfera protettiva. Non forare la confezione., Da consumarsi previa cottura. ","Suggerimenti per l'uso , In padella: rimuovere il prodotto dalla confezione e cuocere in padella con coperchio, con un filo di olio extravergine, a fuoco lento per 10 minuti, avendo cura di rigirarli spesso. , In forno: togliere il burger dalla vaschetta e porlo nel forno preriscaldato a 180°C per 5 minuti. , In microonde: forare la confezione e riscaldare il prodotto a microonde per 3 minuti a 700 W. ","Energia: 876 kJ, Grassi: 210 kcal, di cui acidi grassi saturi: 200 kcal, Carboidrati: 12 g, di cui zuccheri: 11 g, Fibre: 1,3 g, Proteine: 1,2 g, Sale: 19 g", ,4
192,8001120829849, piadina al Farro Biologica 3 x 75 g,"Il grano farro è una varietà conosciuta e apprezzata fin dai tempi antichi per le sue caratteristiche nutrizionali. Il chicco infatti cresce protetto dalla glumella, che permette di mantenere inalterate le proprietà nutritive.La linea vivi verde Coop comprende i prodotti biologici, sani e genuini grazie a un sistema di produzione che rispetta gli animali e l'ambiente, e prodotti non alimentari ecologici, realizzati con criteri sostenibili e di compatibilità ambientale., Con olio extravergine di oliva 8,5%, 225g e (3 piadine da 75g l'una)",1.95,VIVI VERDE, ,http://www.catalogoprodotti.coop.it/medias/7594672-1791605-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8MTMzMDd8aW1hZ2UvanBlZ3xoNGMvaGExLzg4Njg2ODYyMDA4NjIuanBnfGUwZWIzYmI4OGZjODI4NjgzNGQxZTA4ZDc0YzljZDMwNDFlYWMyOWU2NjVkNzkwOGJhMTYwMWMyN2MwYWY3MGI,"Farina di farro: Italia, Olio extra vergine di oliva: Italia","Farina di grano farro* 61,7%, Acqua, Olio extravergine di oliva* 8,5%, Sale , *Biologico , Può contenere tracce di soia","Modalità di conservazione, Conservare in frigorifero a una temperatura compresa tra 0°C e + 4°C. Una volta aperta, la confezione deve essere consumato entro 3 giorni., Prodotto confezionato in atmosfera protettiva. , Non forare la confezione. ","Suggerimenti per l'uso, Mettere sul fuoco una padella antiaderente senza ungerla. Scaldare la piadina per 1 minuto, girandola da entrambi i lati. Servire calda, farcita con salumi, formaggio, stracchino e rucola o qualsiasi ingrediente di tuo gradimento. La piadina al farro è una valida alternativa al pane. ","Energia: 1426 kJ, Grassi: 339 kcal, di cui acidi grassi saturi: 254 kcal, Carboidrati: 9,8 g, di cui zuccheri: 7,4 g, Fibre: 1,5 g, Proteine: 1,1 g, Sale: 51 g", ,4
193,8001120600868, filetto di salmone scozzese affumicato 125 g,"- Alimentazione No O.G.M.- Una specifica alimentazione con carotenoidi naturali ne determina la tipica colorazione- Accurata selezione degli allevamenti e dei centri di lavorazione.- Controlli rigorosi della filiera in aggiunta a quelli di legge.Il sistema dei controlli Coop è certificato da Bureau Veritas Italia (cert N° 198/001) e CSQA (cert N° 4507 DTS 007)Questo salmone affumicato è stato preparato con cura utilizzando la parte più pregiata del salmone (il suo filetto). Affumicato con legno di faggio.Origine, Tracciabilità totale - Filiera di qualità, Ricco di Omega 3, Lavorato dal fresco, Mai congelato, 125g",1.05,ORIGINE, ,http://www.catalogoprodotti.coop.it/medias/4491573-1816971-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8MTA4MDh8aW1hZ2UvanBlZ3xoZmYvaGMyLzg4NzEwNTkyNTk0MjIuanBnfGM4NWY1YzFiOWM2YzlkYTEzODMxMmViNzZkMjU3ZTIxZjBkODQzNWU0MmFjODNlMWNhNjlkZjk1YThiNjM1NzA,Salmone: Regno unito,"Salmone (salmo salar) allevato in Scozia, Sale, Il salmone affumicato è ricco di Omega 3 (acidi grassi polinsaturi)","Conservare in frigorifero ad una temperatura da 0°C a +4°C. Una volta aperta la confezione, consumare il prodotto entro 2 giorni.",Per gustare meglio il filetto di salmone affumicato Coop toglilo dal frigorifero 15 minuti prima di consumarlo.,"Energia: 717 kJ, Grassi: 171 kcal, di cui acidi grassi saturi: 86 kcal, di cui monoinsaturi: 9 g, di cui polinsaturi: 4,5 g, Carboidrati: 1,3 g, di cui zuccheri: 0,7 g, Fibre: 4,8 g, Proteine: 2,4 g, Sale: 2,8 g, Omega 3: 1,4 g", ,4
194,8001120749444, burger a base di ceci e pomodoro Biologici 2 x 95 g,"Burger vegetali vivi verde CoopI burger vegetali vivi verde Coop non prefritti portano sulla tavola una gustosa alternativa alle pietanze a base carne e a base soia prefritte. Appetitosi e facili da preparare sono fonte di fibre. Nutrienti e gustosi sono realizzati con ingredienti biologici, senza latte, senza uova e senza l'utilizzo di aromi. Come smaltire le calorie in eccesso?Ad esempio 7 minuti di corsa equivalgono a circa 100 kcal.vivi verde, La linea vivi verde Coop comprende i prodotti biologici, sani e genuini grazie a un sistema di produzione che rispetta gli animali e l'ambiente, e prodotti non alimentari ecologici, realizzati con criteri sostenibili e di compatibilità ambientale., Cotti al forno, Per una dieta vegetariana, - Fonte di fibre, - Fonte di proteine, - Senza glutine, 2 Porzioni, 190g e 2x95g",3.9,VIVI VERDE, ,http://www.catalogoprodotti.coop.it/medias/4475150-1793991-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8MTExOTN8aW1hZ2UvanBlZ3xoNzgvaDI5Lzg4NjkxMzU4NzYxMjYuanBnfGRiYjkzYzQyOTNlZDYxNzYzN2Q1Y2Q3YmYyMDk2ODBjOWNjYmNmZjgwNDhlZTZjYzFjM2Q3ZDk0MDE2YzE3YzM,Cece: Italia,"Ceci reidratati* 40% (ceci* 50%, acqua), Pomodori* 18%, Cipolla*, Farina di ceci* 7,1%, Olio di semi di girasole*, Concentrato di pomodoro* 4,8%, Farina di riso*, Semi di sesamo*, Sale , Rosmarino*, Basilico*, Timo*, Può contenere tracce di mandorle, noci, nocciole, pistacchi, soia, sedano, senape e lupino, *Biologici, IL PRODOTTO NON CONTIENE PROTEINE DI ORIGINE ANIMALE","Modalità di conservazione, Conservare in frigorifero ad una temperatura compresa tra 0°C e + 4°C. Una volta, la confezione deve essere consumata entro 2 giorni. Prodotto confezionato in atmosfera protettiva. Non forare la confezione., Da consumarsi previa cottura. ","Suggerimenti per l'uso , In padella: rimuovere il prodotto dalla confezione e cuocere in padella con coperchio, con un filo di olio extravergine, a fuoco lento per 10 minuti, avendo cura di rigirarli spesso. , In forno: togliere il burger dalla vaschetta e porlo nel forno preriscaldato a 180°C per 5 minuti. , In microonde: forare la confezione e riscaldare il prodotto a microonde per 3 minuti a 700 W.","Energia: 860 kJ, Grassi: 206 kcal, di cui acidi grassi saturi: 196 kcal, Carboidrati: 10 g, di cui zuccheri: 9,5 g, Fibre: 1,2 g, Proteine: 1,1 g, Sale: 19 g", ,4
