id,barcode,name,description,price,brand,amount,image_url,source,ingredients,conservation,preparation,nutrients,discount_id,category_id
11,8001120936806, Risotto agli Asparagi 175 g,"La linea dei primi piatti Coop è prodotta secondo le più moderne tecnologie, a partire da materie prime accuratamente selezionate e lavorate. Questo ci consente di proporre ricette che valorizzino il sapore originale degli ingredienti senza conservanti né glutammato monosodico.15 Minuti in pentola, Anche in microonde, Senza conservanti, Senza glutammato aggiunto, Senza olio di palma, 2 Porzioni, 175g",4.65,COOP, ,http://www.catalogoprodotti.coop.it/medias/7211767-1324829-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTcxMTB8aW1hZ2UvanBlZ3xoZmMvaGYzLzg4MzkyMDc5NzY5OTAuanBnfGU5MTFjNzEwOWY5YTM0Y2Y3YTFmZjQwNjFkYWQ2NmY5NjA0OTkzYmJmZGY5ZDhkOGI2OGVkNmI2OGYxNzlhNTk,"Asparago: Italia, Germania, Farina di frumento: Italia, Farina di riso: Italia, Riso: Italia","Riso Ribe parboiled (81,1%), Farina di riso, Amido di mais, Asparagi liofilizzati e disidratati (2,4%), Sale, Lattosio, Aromi (sedano), Maltodestrina di patata, Panna, Estratto di lievito, Piselli disidratati in polvere, Cipolla disidratata, Prezzemolo disidratato (0,2%), Curcuma",Conservare in luogo fresco ed asciutto.,"Modalità di preparazione, In pentola: , Versa il contenuto della busta in una pentola contenente 600ml di acqua fredda., Porta ad ebollizione senza coperchio, mescolando di tanto in tanto., Dal momento dell'ebollizione, cuoci a pentola scoperta per 15/17 minuti. Termina la cottura e aggiungi una noce di burro e/o parmigiano, mescolando bene perchè si amalgami., Nel microonde: Versa il contenuto della busta in un contenitore per microonde con 550ml di acqua fredda. Porta la potenza del microonde a 900 Watt e cuoci per 17/19 minuti., Un suggerimento per personalizzare la tua ricetta: puoi completare il piatto, aggiungendo a piacere un cucchiaio di panna e un trito di erba cipollina oppure una punta di zafferano ed un trito di prezzemolo fresco.","Energia: 1519 kJ, Grassi: 359 kcal, di cui acidi grassi saturi: 314 kcal, Carboidrati: 3 g, di cui zuccheri: 2,6 g, Fibre: 1,1 g, Proteine: 1 g, Sale: 73 g", ,1
12,8001120936820, Risotto ai Formaggi 175 g,"La linea dei primi piatti Coop è prodotta secondo le più moderne tecnologie, a partire da materie prime accuratamente selezionate e lavorate. Questo ci consente di proporre ricette che valorizzino il sapore originale degli ingredienti senza conservanti né glutammato monosodico.15 Minuti in pentola, Anche in microonde, Senza conservanti, Senza glutammato aggiunto, Senza olio di palma, 2 Porzioni, 175g",2.45,COOP, ,http://www.catalogoprodotti.coop.it/medias/7211771-1324845-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTUwNTl8aW1hZ2UvanBlZ3xoNzQvaGQwLzg4NDUyNTcxNzkxNjYuanBnfGExNTQwODMwYjgwYTViNDE3MWViOTFiYThjZTU0NTVhYzZiYWY1ZjczMDAwYjQ0MDljOTlkZTkzZGZkOTU3NjQ,"Formaggio: Germania, Riso: Italia","Riso Ribe parboiled (81,8%), Preparato per formaggio in polvere (6,9%) (formaggio, siero di latte, caseinati (latte), sale, aromi), Panna disidratata, Sale, Amido di mais, Farina di riso , Estratto di lievito, Aromi, Cipolla disidratata, Vino bianco disidratato, Paprika ",Conservare in luogo fresco ed asciutto.,"Modalità di preparazione, In pentola:, Versa il contenuto della busta in una pentola contenente 600ml di acqua fredda., Porta ad ebollizione senza coperchio, mescolando di tanto in tanto., Dal momento dell'ebollizione, cuoci a pentola scoperta per 15/17 minuti. Termina la cottura e aggiungi una noce di burro e/o parmigiano, mescolando bene perchè si amalgami., Nel microonde: Versa il contenuto della busta in un contenitore per microonde con 550ml di acqua fredda. Porta la potenza del microonde a 900 Watt e cuoci per 17/19 minuti., Un suggerimento per personalizzare la tua ricetta: puoi completare il piatto aggiungendo a piacere un cucchiaio di panna e un trito di prezzemolo fresco.","Energia: 1546 kJ, Grassi: 365 kcal, di cui acidi grassi saturi: 319 kcal, Carboidrati: 2,3 g, di cui zuccheri: 2 g, Fibre: 1 g, Proteine: 0,9 g, Sale: 75 g", ,1
13,8001120936882, Crema agli Asparagi 90 g,"La linea dei primi piatti Coop è prodotta secondo le più moderne tecnologie, a partire da materie prime accuratamente selezionate e lavorate. Questo ci consente di proporre ricette che valorizzino il sapore originale degli ingredienti senza conservanti né glutammato monosodico.Pronta in 3 minuti, Senza glutammato aggiunto, Senza olio di palma, 3 Porzioni, 90g",2.05,COOP, ,http://www.catalogoprodotti.coop.it/medias/7211779-1324892-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTM0MDl8aW1hZ2UvanBlZ3xoZTAvaGI0Lzg4NDkyNDY5NzgwNzguanBnfDgyOGYwZjhjOGRlYTYyOGZhMzlhMDk2YzhjYWRmYjI0YTU5OTlkYmRkMzE1MWY0MjliZWQzNzllZTA5ZDMzZWU,"Asparago: Italia, Farina di frumento: Italia, Farina di riso: Italia","Farina di riso, Farina di grano tenero tipo 0, Latte scremato in polvere, Panna, Maltodestrina di patata, Lattosio, Sale, Asparagi liofilizzati e disidratati (4%), Estratto di lievito, Aromi, Cipolla disidratata, Prezzemolo disidratato",Conservare in luogo fresco ed asciutto.,"Modalità di preparazione, Versa il contenuto della busta in una casseruola vuota., Aggiungi lentamente 800ml di acqua fredda stemperando con una frusta. Porta ad ebollizione senza coperchio, mescolando frequentemente., Dal momento dell'ebollizione, cuoci a fuoco moderato e a pentola scoperta per 3 minuti., Se desideri preparare 2 buste assieme metti in una casseruola 1500ml di acqua fredda e segui le stesse modalità di preparazione, Un suggerimento per personalizzare la tua ricetta: puoi completare il piatto aggiungendo a piacere dei crostini di pane ed un trito di prezzemolo fresco.","Energia: 1522 kJ, Grassi: 360 kcal, di cui acidi grassi saturi: 108 kcal, Carboidrati: 4 g, di cui zuccheri: 1,2 g, Fibre: 1,8 g, Proteine: 0,5 g, Sale: 68 g", ,1
14,8001120936790, Risotto alla Milanese 175 g,"La linea dei primi piatti Coop è prodotta secondo le più moderne tecnologie, a partire da materie prime accuratamente selezionate e lavorate. Questo ci consente di proporre ricette che valorizzino il sapore originale degli ingredienti senza conservanti né glutammato monosodico.15 Minuti in pentola, Anche in microonde, Senza conservanti, Senza glutammato aggiunto, Senza olio di palma, 2 Porzioni, 175g",3.15,COOP, ,http://www.catalogoprodotti.coop.it/medias/7211764-1324821-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTU4NTh8aW1hZ2UvanBlZ3xoZjQvaDNiLzg4MzkyMDk1NDk4NTQuanBnfDA5NzYwMjAyYjE5ZTQ0OWVlOTdhM2E2MGU5OWQ4OGMwMzRiMDcyZDA3M2ZkNTQ4MzI1OWI5OTcxY2FlZThmYjI,"Riso: Italia, Zafferano: Spagna","Riso Ribe parboiled (82,3%), Farina di riso, Amido di mais, Latte scremato in polvere, Lattosio, Sale, Maltodestrina di patata, Estratto di lievito, Aromi, Cipolla disidratata, Zucchero, Vino bianco disidratato in polvere, Paprika, Zafferano (0,05%)",Conservare in luogo fresco ed asciutto.,"Modalità di preparazione, In pentola: , Versa il contenuto della busta in una pentola contenente 600ml di acqua fredda., Porta ad ebollizione senza coperchio, mescolando di tanto in tanto., Dal momento dell'ebollizione, cuoci a pentola scoperta per 15/17 minuti. Termina la cottura e aggiungi una noce di burro e/o parmigiano, mescolando bene perchè si amalgami., Nel microonde: Versa il contenuto della busta in un contenitore per microonde con 550ml di acqua fredda. Porta la potenza del microonde a 900 Watt e cuoci per 17/19 minuti., Un suggerimento per personalizzare la tua ricetta: puoi completare il piatto aggiungendo a piacere un cucchiaio di panna e un trito di erbe aromatiche fresche (salvia, rosmarino, ecc) oppure prepara a parte un soffritto di salsiccia (100g).","Energia: 1481 kJ, Grassi: 349 kcal, di cui acidi grassi saturi: 306 kcal, Carboidrati: 0,8 g, di cui zuccheri: 0,7 g, Fibre: 0 g, Proteine: 0 g, Sale: 76 g", ,1
15,8001120936868, Pasta e Fagioli 182 g,"La linea dei primi piatti Coop è prodotta secondo le più moderne tecnologie, a partire da materie prime accuratamente selezionate e lavorate. Questo ci consente di proporre ricette che valorizzino il sapore originale degli ingredienti senza conservanti né glutammato monosodico.10 Minuti in pentola, Anche in microonde, Senza glutammato aggiunto, Senza olio di palma, 3 Porzioni, 182g",3.3,COOP, ,http://www.catalogoprodotti.coop.it/medias/7211777-1324877-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8MTQ5OTR8aW1hZ2UvanBlZ3xoYmIvaDYxLzg4NjE0OTU3NTQ3ODIuanBnfDkwZWQxMzU4MDliNjZkMDM0ZjFkYTYwNDhlMTcxNTkzN2U3OGU5ZDBiZWQwYmJhMmJjYWVhZjdjZWNmMWMyZDk,,"Pasta di semola di grano duro (44,6%), Fagioli borlotti e cannellini in pezzi e in polvere (36%), Fiocchi di patate, Farina di grano tenero di tipo 0, Pomodoro disidratato, Cipolla disidratata, Sale, Estratto di lievito, Aromi (sedano), Maltodestrina di patata, Prezzemolo disidratato, Zucchero, Rosmarino disidratato",Conservare in luogo fresco ed asciutto.,"Modalità di preparazione, In pentola:, Versa il contenuto della busta in una casseruola contenente 750ml di acqua fredda., Porta ad ebollizione senza coperchio, mescolando frequentemente., Dal momento dell'ebollizione, cuoci a fuoco medio e a pentola scoperta per 10 minuti circa mescolando frequentemente., A cottura ultimata puoi condire con olio extravergine di oliva., Nel microonde: Versa il contenuto della busta in un contenitore per microonde con 650ml di acqua fredda. Porta la potenza del microonde a 900 Watt e cuoci per 12/14 minuti., Un suggerimento per personalizzare la tua ricetta: puoi completare il piatto aggiungendo a piacere un battuto di salvia e rosmarino e del pepe nero macinato fresco.","Energia: 1422 kJ, Grassi: 336 kcal, di cui acidi grassi saturi: 202 kcal, Carboidrati: 1 g, di cui zuccheri: 0,6 g, Fibre: 0 g, Proteine: 0 g, Sale: 60 g", ,1
16,8001120936844, Risotto Radicchio e Speck 175 g,"La linea dei primi piatti Coop è prodotta secondo le più moderne tecnologie, a partire da materie prime accuratamente selezionate e lavorate. Questo ci consente di proporre ricette che valorizzino il sapore originale degli ingredienti senza conservanti né glutammato monosodico.15 Minuti in pentola, Anche in microonde, Senza conservanti, Senza glutammato aggiunto, Senza olio di palma, 2 Porzioni, 175g",4.25,COOP, ,http://www.catalogoprodotti.coop.it/medias/7211774-1324861-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTcyOTF8aW1hZ2UvanBlZ3xoNDEvaDFmLzg4NDUyODgxNDQ5MjYuanBnfDAyMjRhODg4MGNhNDNmNTEyOWUxZDE0NDkzODk0NTQ3NDY0OWVkNDBlMjczYWVmZDZjYmEzZTNmYWZlZTBlYWI,"Carne di suino: Italia, Cicoria: Italia, Riso: Italia","Riso Ribe parboiled (81,3%), Amido di mais, Maltodestrina di patata , Farina di riso, Aromi , Speck disidratato (1,4%) (carne di suino, sale, spezie, destrosio, aromi, piante aromatiche, antiossidante: ascorbato di sodio, conservante: nitrito di sodio), Sale, Estratto di lievito, Radicchio disidratato (1,2%), Preparato per brodo vegetale (sale, estratto vegetale (soia), verdure in proporzioni variabili (tra cui sedano), olio di semi di girasole), Lattosio, Barbabietola in polvere, Cipolla disidratata, Aglio disidratato, Prezzemolo disidratato",Conservare in luogo fresco ed asciutto.,"Modalità di preparazione, In pentola:, Versa il contenuto della busta in una pentola contenente 600ml di acqua fredda., Porta ad ebollizione senza coperchio, mescolando di tanto in tanto., Dal momento dell'ebollizione, cuoci a pentola scoperta per 15/17 minuti. Termina la cottura e aggiungi una noce di burro e/o parmigiano, mescolando bene perchè si amalgami., Nel microonde: Versa il contenuto della busta in un contenitore per microonde con 550ml di acqua fredda. Porta la potenza del microonde a 900 Watt e cuoci per 17/19 minuti., Un suggerimento per personalizzare la tua ricetta: puoi completare il piatto aggiungendo a piacere un cucchiaio di panna e del pepe nero macinato.","Energia: 1512 kJ, Grassi: 357 kcal, di cui acidi grassi saturi: 312 kcal, Carboidrati: 1,6 g, di cui zuccheri: 1,4 g, Fibre: 0,4 g, Proteine: 0,4 g, Sale: 73 g", ,1
17,8001120876348, Zuppa Tris di Cereali e Legumi 125 g,"La linea dei primi piatti Coop è prodotta secondo le più moderne tecnologie, a partire da materie prime accuratamente selezionate e lavorate. Questo ci consente di proporre ricette che valorizzino il sapore originale degli ingredienti senza conservanti né glutammato monosodico.15 Minuti in pentola, Anche in microonde, Senza conservanti, Senza glutammato aggiunto, 3 Porzioni, 125g",3.5,COOP, ,http://www.catalogoprodotti.coop.it/medias/7051545-1385353-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTcwNTR8aW1hZ2UvanBlZ3xoZDIvaDBkLzg4NDU5MTgxNzUyNjIuanBnfDk2NzE2YWVmODdkYzEyZmNlZTA3M2QyNjkyNzM2MGIxMGYxZjQwMjcxYjFmZDVhYjZlZDdkMWNkNzhmMzIzMTQ,"Fagioli: Italia, Farro: Italia, Lenticchie: Italia, Orzo: Italia","Cereali disidratati (38%) (di cui orzo 58,2%, farro 33,3%, grano 8,5%), Legumi disidratati in proporzione variabile (35,2%) (di cui fagioli cannellini, fagioli borlotti 22,7%, piselli 22,7%, lenticchie), Farina di grano tenero tipo 0, Fiocchi di patate, Pomodoro disidratato, Carote disidratate, Sale, Estratto di lievito, Aromi, Preparato per brodo vegetale (sale, estratto vegetale (soia), verdure disidratate (carota, sedano, cipolla) olio di semi di girasole), Aglio disidratato, Sedano disidratato, Salvia disidratata, Rosmarino disidratato, Semi di sedano in polvere",Conservare in luogo fresco ed asciutto.,"Modalità di preparazione, In pentola:, Versa il contenuto della busta in una pentola contenente 750ml di acqua fredda., Porta ad ebollizione senza coperchio, mescolando di tanto in tanto., Dal momento dell'ebollizione, cuoci a pentola scoperta per 15/17 minuti. Termina la cottura e aggiungi una noce di burro e/o parmigiano, mescolando bene perchè si amalgami., Nel microonde: Versa il contenuto della busta in un contenitore per microonde con 650ml di acqua fredda. Porta la potenza del microonde a 900 Watt e cuoci per 17/19 minuti., Un suggerimento per personalizzare la tua ricetta: puoi completare il piatto aggiungendo a piacere un cucchiaio di olio extravergine di oliva e del pepe nero macinato.","Energia: 1389 kJ, Grassi: 329 kcal, di cui acidi grassi saturi: 138 kcal, Carboidrati: 1,4 g, di cui zuccheri: 0,6 g, Fibre: 0,6 g, Proteine: 0,3 g, Sale: 57 g", ,1
18,8001120876355, Zuppa Tris di Cereali e Verdure 106 g,"La linea dei primi piatti Coop è prodotta secondo le più moderne tecnologie, a partire da materie prime accuratamente selezionate e lavorate. Questo ci consente di proporre ricette che valorizzino il sapore originale degli ingredienti senza conservanti né glutammato monosodico.15 Minuti in pentola, Anche in microonde, Senza conservanti, Senza glutammato aggiunto, 3 Porzioni, 106g",2.45,COOP, ,http://www.catalogoprodotti.coop.it/medias/7051549-1385354-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTY0Mjh8aW1hZ2UvanBlZ3xoZTgvaGMzLzg4NDU5MTg2NjY3ODIuanBnfGIxYWMwNGM3NmJkMDEwY2MwNzk2YjlkYWI4Yzg3MzhlYWEzZWUyNmIzOTZlN2ExMDI4ZTIwMjdjNmNkZDExMjI,"Carota: Germania, Farro: Italia, Orzo: Italia, Pisello: Germania, Sedano: Germania","Cereali disidratati (46,8%) (di cui orzo 58,2%, farro 33,3%, grano 8,5%), Verdure e ortaggi disidratati e liofilizzati in proporzione variabile (26,4%) (di cui piselli 29,5%, farina di fagioli cannellini, cavolo verza, carote 9,1%, cipolla 9,1%, sedano rapa, zucchine, pomodoro, spinaci, aglio, broccoli, cavolo cappuccio, sedano verde, basilico, rosmarino, semi di sedano in polvere), Farina di grano tenero tipo 0, Fiocchi di patate, Sale, Aromi, Preparato per brodo vegetale (sale, estratto vegetale (soia), verdure in proporzioni variabili (carota, sedano, cipolla), olio di semi di girasole), Curcuma",Conservare in luogo fresco ed asciutto.,"Modalità di preparazione, In pentola:, Versa il contenuto della busta in una pentola contenente 750ml di acqua fredda., Porta ad ebollizione senza coperchio, mescolando di tanto in tanto., Dal momento dell'ebollizione, cuoci a pentola scoperta per 15/17 minuti. Termina la cottura e aggiungi una noce di burro e/o parmigiano, mescolando bene perchè si amalgami., Nel microonde: Versa il contenuto della busta in un contenitore per microonde con 650ml di acqua fredda. Porta la potenza del microonde a 900 Watt e cuoci per 17/19 minuti., Un suggerimento per personalizzare la tua ricetta: puoi completare il piatto aggiungendo a piacere un cucchiaio di olio extravergine di oliva e del pepe nero macinato.","Energia: 1437 kJ, Grassi: 341 kcal, di cui acidi grassi saturi: 119 kcal, Carboidrati: 2,4 g, di cui zuccheri: 0,8 g, Fibre: 0,6 g, Proteine: 0,2 g, Sale: 59 g", ,1
19,8001120936837, Risotto ai Carciofi 175 g,"La linea dei primi piatti Coop è prodotta secondo le più moderne tecnologie, a partire da materie prime accuratamente selezionate e lavorate. Questo ci consente di proporre ricette che valorizzino il sapore originale degli ingredienti senza conservanti né glutammato monosodico.15 Minuti in pentola, Anche in microonde, Senza conservanti, Senza glutammato aggiunto, Senza olio di palma, 2 Porzioni, 175g",1.95,COOP, ,http://www.catalogoprodotti.coop.it/medias/7211773-1324853-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTc5NDF8aW1hZ2UvanBlZ3xoZDUvaDNhLzg4NDAyNjE5OTI0NzguanBnfDZjOWExMDBmNmM2OGJmYzk2NmU1NWFhYzc3NjM2ZWFkOTA3YjI4ZWQ4MzE0NGQ2MTgzMWVjNTQxMmZkZmM3MTk,"Carciofo: Italia, Riso: Italia","Riso Ribe parboiled (83,6%), Carciofi disidratati in pezzi e in polvere (3,8%), Sale, Farina di riso, Amido di mais, Maltodestrina di patata, Estratto di lievito, Aromi (sedano), Cipolla disidratata, Latte scremato in polvere, Aglio disidratato (0,4%), Prezzemolo disidratato (0,2%)",Conservare in luogo fresco ed asciutto.,"Modalità di preparazione, In pentola:, Versa il contenuto della busta in una pentola contenente 600ml di acqua fredda., Porta ad ebollizione senza coperchio, mescolando di tanto in tanto., Dal momento dell'ebollizione, cuoci a pentola scoperta per 15/17 minuti. Termina la cottura e aggiungi una noce di burro e/o parmigiano, mescolando bene perchè si amalgami., Nel microonde: Versa il contenuto della busta in un contenitore per microonde con 550ml di acqua fredda. Porta la potenza del microonde a 900 Watt e cuoci per 17/19 minuti., Un suggerimento per personalizzare la tua ricetta: puoi completare il piatto aggiungendo a piacere un cucchiaio di panna e un trito di erba cipollina oppure una punta di zafferano ed un trito di prezzemolo fresco.","Energia: 1500 kJ, Grassi: 354 kcal, di cui acidi grassi saturi: 310 kcal, Carboidrati: 1 g, di cui zuccheri: 0,9 g, Fibre: 0,1 g, Proteine: 0 g, Sale: 75 g", ,1
20,8001120936912, Polenta ai Funghi Porcini 200 g,"La linea dei primi piatti Coop è prodotta secondo le più moderne tecnologie, a partire da materie prime accuratamente selezionate e lavorate. Questo ci consente di proporre ricette che valorizzino il sapore originale degli ingredienti senza conservanti né glutammato monosodico.Pronta in 3 minuti, Senza glutammato aggiunto, Senza olio di palma, 2/4 Porzioni, 200g",2.45,COOP, ,http://www.catalogoprodotti.coop.it/medias/7211783-1324916-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTU4NzJ8aW1hZ2UvanBlZ3xoOTgvaDAxLzg4NDUwMjMyMTU2NDYuanBnfDdlZGE0Y2IzODk4YjMxM2ZiZTUxNjhiMjBhNDM4MmFhZGFkYzQ0MjJkZjdkMDhmMTBjZDA4MmE3NTQyODU1N2Y,,"Farina di mais precotta, Latte scremato in polvere, Funghi porcini secchi (Boletus edulis e relativo gruppo) (3,6%), Sale, Maltodestrina di patata, Lattosio, Estratto di lievito, Aromi, Aglio disidratato (0,3%), Pinarelli (Boletus luteus), Funghi champignon in polvere, Cipolla disidratata, Prezzemolo disidratato (0,1%)",Conservare in luogo fresco ed asciutto.,"2 Ricche porzioni come primo piatto oppure 4 porzioni come contorno, Modalità di preparazione, Porta ad ebollizione 800ml di acqua fredda in una casseruola (se vuoi una polenta più fragrante aggiungi un cucchiaio di olio extravergine di oliva). Quando l'acqua bolle, versa lentamente il contenuto della busta stemperandolo con una frusta., Cuoci per 3 minuti mescolando frequentemente. Se desideri una polenta più consistente prolunga la cottura di 1 o 2 minuti., Se desideri preparare 2 buste assieme, metti a bollire 1500ml di acqua e segui le stesse modalità di preparazione., Un suggerimento per personalizzare la tua ricetta: Se desideri un piatto più ricco, una volta pronta, servi la polenta con sopra dei pezzetti di salsiccia stufata o fritta, oppure dei dadini di scamorza affumicata., Puoi anche riutilizzare la polenta eventualmente rimasta per preparare dei gustosi crostini, tagliando la polenta fredda a fette e friggendola o grigliandola.","Energia: 1370 kJ, Grassi: 1 g, di cui acidi grassi saturi: 0,3 g, Carboidrati: 65 g, di cui zuccheri: 8,9 g, Fibre: 7,9 g, Proteine: 9,8 g, Sale: 4,8 g", ,1
21,8001120936899, Vellutata di Verdure 69 g,"La linea dei primi piatti Coop è prodotta secondo le più moderne tecnologie, a partire da materie prime accuratamente selezionate e lavorate. Questo ci consente di proporre ricette che valorizzino il sapore originale degli ingredienti senza conservanti né glutammato monosodico.Pronta in 5 minuti, Senza glutammato aggiunto, Senza olio di palma, 3 Porzioni, 69g",4.2,COOP, ,http://www.catalogoprodotti.coop.it/medias/7211780-1324900-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTU1MjZ8aW1hZ2UvanBlZ3xoOTMvaGMwLzg4NDUwMTY0OTgyMDYuanBnfDg2ZDg1NDgwNmIwOTc2MmQ0NGIwMzE1ZTg5MmFhMmQxN2JkNzdmZDVlZTNmMTc2M2M5ZTkwMzE5OTg4Y2UxZjE,,"Fiocchi di patate, Ortaggi e verdure disidratati (24,2%) (di cui carote 23,5%, cipolle 21,1%, piselli 19,5%, spinacio, peperoni rossi, pomodoro, sedano rapa, porro 5,4%, aglio, prezzemolo), Sale, Farina di riso, Estratto di lievito, Maltodestrina di patata, Zucchero, Aromi (latte, lattosio), Farina di fagioli cannellini, Semi di sedano in polvere, Curcuma",Conservare in luogo fresco ed asciutto.,"Modalità di preparazione, Versa il contenuto della busta in una casseruola contenente 700ml di acqua fredda., Porta ad ebollizione mescolando di tanto in tanto., Dal momento dell'ebollizione, cuoci a fuoco basso e a pentola scoperta per 5 minuti, mescolando di tanto in tanto per evitare che si attacchi. Poiché nella ricetta non sono stati aggiunti grassi, a cottura ultimata puoi condire con olio extravergine di oliva., Se desideri preparare 2 buste assieme metti in una casseruola 1200ml di acqua fredda e segui le stesse modalità di preparazione, Un suggerimento per personalizzare la tua ricetta: puoi completare il piatto aggiungendo a piacere un cucchiaio di pesto e del pepe nero macinato fresco.","Energia: 1253 kJ, Grassi: 297 kcal, di cui acidi grassi saturi: 68 kcal, Carboidrati: 0 g, di cui zuccheri: 0 g, Fibre: 0 g, Proteine: 0 g, Sale: 56 g", ,1
22,8001120876379, vellutata istantanea ai cereali e rosmarino 35 g,"La linea dei primi piatti Coop è prodotta secondo le più moderne tecnologie, a partire da materie prime accuratamente selezionate e lavorate. Questo ci consente di proporre ricette che valorizzino il sapore originale degli ingredienti senza conservanti né glutammato monosodico.Come smaltire le calorie in eccesso?Ad esempio 7 minuti di corsa equivalgono a circa 100 kcal.Nuova ricetta, 1 Porzione, Senza conservanti, Senza glutammato aggiunto, 35g",2.75,COOP, ,http://www.catalogoprodotti.coop.it/medias/7051554-1385356-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTUzMDh8aW1hZ2UvanBlZ3xoZDYvaDkxLzg4MzE4ODc5MzM0NzAuanBnfDlhNzBjZDU3MmU4NTUxNTQ3OWI5MTEyMTU2Y2YwZThmYTVmYTI3ZTI3ZGEyNjU1NDZmZmYzZTMzMGFlZWQ0NmQ,,"Farine 72.1% (semola 36%, avena 23%, frumento 23%, riso 9%, farro 9%), Panna disidratata, Sale, Estratto di lievito, Preparato per brodo vegetale (sale, estratto vegetale (soia), verdure (carota, sedano, cipolla), olio di semi di girasole), Aromi, Rosmarino disidratato 0.9%, Carota disidratata, Scalogno liofilizzato, Curcuma",Conservare in luogo fresco ed asciutto,"Modalità di preparazione, Versa a pioggia il contenuto della busta in 350 ml di acqua bollente, mescola. Servi.","Energia: 1635 kJ, Grassi: 390 kcal, di cui acidi grassi saturi: 137 kcal, Carboidrati: 8,3 g, di cui zuccheri: 2,9 g, Fibre: 2,6 g, Proteine: 0,9 g, Sale: 65,1 g", ,1
